ID_Avaliacao;ID_Funcionario;Periodo;Nota_Geral;Competencia_Avaliada;Meta_Atingida_Pct;Avaliador_ID;Observacao;Ano;Semestre;Data_Referencia
AV-001178;FUNC-0333;2023-S2;2,8;Orientação ao Cliente;123,4;FUNC-0006;Em desenvolvimento;2023;2;2023-12-31
AV-001179;FUNC-0333;2024-S1;3,4;Conhecimento Técnico;112,2;FUNC-0013;Sem observação registrada;2024;1;2024-06-30
AV-001180;FUNC-0333;2024-S2;3,3;Conhecimento Técnico;112,7;FUNC-0052;Sem observação registrada;2024;2;2024-12-31
AV-001181;FUNC-0335;2022-S1;3,7;Liderança;105,3;FUNC-0050;Superou expectativas;2022;1;2022-06-30
AV-001182;FUNC-0335;2022-S2;3,7;Orientação ao Cliente;95,9;FUNC-0023;Sem observação registrada;2022;2;2022-12-31
AV-001183;FUNC-0335;2023-S1;4,2;Comunicação;90,1;FUNC-0054;Dentro do esperado;2023;1;2023-06-30
AV-001184;FUNC-0335;2023-S2;3,6;Liderança;94,2;FUNC-0025;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001185;FUNC-0335;2024-S1;3,2;Proatividade;70,0;FUNC-0042;Entrega consistente;2024;1;2024-06-30
AV-001186;FUNC-0335;2024-S2;3,9;Proatividade;97,5;FUNC-0055;Ótima colaboração com o time;2024;2;2024-12-31
AV-001187;FUNC-0337;2024-S2;3,7;Entrega de Resultados;75,8;FUNC-0048;Ótima colaboração com o time;2024;2;2024-12-31
AV-001188;FUNC-0338;2022-S1;3,5;Proatividade;92,0;FUNC-0042;Sem observação registrada;2022;1;2022-06-30
AV-001189;FUNC-0338;2022-S2;3,4;Proatividade;117,9;FUNC-0032;Superou expectativas;2022;2;2022-12-31
AV-001190;FUNC-0338;2023-S1;2,8;Liderança;98,1;FUNC-0038;Sem observação registrada;2023;1;2023-06-30
AV-001191;FUNC-0338;2023-S2;3,4;Trabalho em Equipe;79,8;FUNC-0008;Em desenvolvimento;2023;2;2023-12-31
AV-001192;FUNC-0338;2024-S1;3,7;Liderança;79,3;FUNC-0042;Sem observação registrada;2024;1;2024-06-30
AV-001193;FUNC-0338;2024-S2;3,4;Orientação ao Cliente;104,3;FUNC-0005;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001194;FUNC-0339;2023-S2;4,0;Orientação ao Cliente;96,3;FUNC-0037;Ótima colaboração com o time;2023;2;2023-12-31
AV-001195;FUNC-0339;2024-S1;4,6;Trabalho em Equipe;76,4;FUNC-0034;Em desenvolvimento;2024;1;2024-06-30
AV-001196;FUNC-0340;2022-S1;2,7;Orientação ao Cliente;99,2;FUNC-0010;Em desenvolvimento;2022;1;2022-06-30
AV-001197;FUNC-0340;2022-S2;2,7;Orientação ao Cliente;125,7;FUNC-0031;Superou expectativas;2022;2;2022-12-31
AV-001198;FUNC-0340;2023-S1;3,4;Conhecimento Técnico;79,9;FUNC-0013;Dentro do esperado;2023;1;2023-06-30
AV-001199;FUNC-0340;2023-S2;2,5;Orientação ao Cliente;112,7;FUNC-0018;Dentro do esperado;2023;2;2023-12-31
AV-001200;FUNC-0340;2024-S1;2,8;Entrega de Resultados;81,7;FUNC-0020;Entrega consistente;2024;1;2024-06-30
AV-001201;FUNC-0340;2024-S2;3,1;Trabalho em Equipe;101,9;FUNC-0004;Dentro do esperado;2024;2;2024-12-31
AV-001202;FUNC-0341;2022-S1;2,9;Entrega de Resultados;112,9;FUNC-0057;Dentro do esperado;2022;1;2022-06-30
AV-001203;FUNC-0341;2022-S2;3,5;Conhecimento Técnico;101,2;FUNC-0033;Sem observação registrada;2022;2;2022-12-31
AV-001204;FUNC-0341;2023-S1;3,6;Trabalho em Equipe;96,9;FUNC-0009;Sem observação registrada;2023;1;2023-06-30
AV-001205;FUNC-0341;2023-S2;3,6;Comunicação;76,3;FUNC-0016;Sem observação registrada;2023;2;2023-12-31
AV-001206;FUNC-0342;2022-S1;3,0;Liderança;79,5;FUNC-0007;Em desenvolvimento;2022;1;2022-06-30
AV-001207;FUNC-0342;2022-S2;2,6;Conhecimento Técnico;114,6;FUNC-0015;Superou expectativas;2022;2;2022-12-31
AV-001208;FUNC-0343;2022-S2;3,2;Orientação ao Cliente;110,5;FUNC-0025;Dentro do esperado;2022;2;2022-12-31
AV-001209;FUNC-0344;2022-S1;2,2;Proatividade;76,2;FUNC-0020;Sem observação registrada;2022;1;2022-06-30
AV-001210;FUNC-0344;2022-S2;2,2;Conhecimento Técnico;63,5;FUNC-0018;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001211;FUNC-0344;2023-S1;2,6;Trabalho em Equipe;95,7;FUNC-0015;Entrega consistente;2023;1;2023-06-30
AV-001212;FUNC-0345;2022-S2;3,0;Comunicação;78,0;FUNC-0010;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001213;FUNC-0345;2023-S1;2,9;Conhecimento Técnico;108,2;FUNC-0025;Ótima colaboração com o time;2023;1;2023-06-30
AV-001214;FUNC-0345;2023-S2;3,3;Liderança;83,5;FUNC-0010;Sem observação registrada;2023;2;2023-12-31
AV-001215;FUNC-0345;2024-S1;2,4;Entrega de Resultados;80,8;FUNC-0007;Superou expectativas;2024;1;2024-06-30
AV-001216;FUNC-0345;2024-S2;3,3;Comunicação;87,8;FUNC-0044;Superou expectativas;2024;2;2024-12-31
AV-001217;FUNC-0346;2023-S1;3,5;Orientação ao Cliente;73,8;FUNC-0011;Sem observação registrada;2023;1;2023-06-30
AV-001218;FUNC-0346;2023-S2;4,1;Proatividade;103,7;FUNC-0035;Sem observação registrada;2023;2;2023-12-31
AV-001219;FUNC-0347;2022-S1;4,6;Proatividade;93,9;FUNC-0021;Dentro do esperado;2022;1;2022-06-30
AV-001220;FUNC-0347;2022-S2;5,0;Comunicação;91,3;FUNC-0054;Dentro do esperado;2022;2;2022-12-31
AV-001221;FUNC-0347;2023-S1;5,0;Comunicação;105,0;FUNC-0028;Sem observação registrada;2023;1;2023-06-30
AV-001222;FUNC-0347;2023-S2;5,0;Liderança;84,8;FUNC-0029;Entrega consistente;2023;2;2023-12-31
AV-001223;FUNC-0347;2024-S1;4,5;Trabalho em Equipe;113,2;FUNC-0009;Em desenvolvimento;2024;1;2024-06-30
AV-001224;FUNC-0347;2024-S2;5,0;Entrega de Resultados;86,2;FUNC-0022;Ótima colaboração com o time;2024;2;2024-12-31
AV-001225;FUNC-0348;2024-S1;3,6;Proatividade;96,8;FUNC-0041;Precisa evoluir em gestão do tempo;2024;1;2024-06-30
AV-001226;FUNC-0348;2024-S2;3,6;Entrega de Resultados;103,8;FUNC-0016;Superou expectativas;2024;2;2024-12-31
AV-001227;FUNC-0350;2024-S1;3,1;Proatividade;87,9;FUNC-0021;Dentro do esperado;2024;1;2024-06-30
AV-001228;FUNC-0350;2024-S2;3,2;Orientação ao Cliente;101,4;FUNC-0047;Em desenvolvimento;2024;2;2024-12-31
AV-001229;FUNC-0351;2022-S1;3,9;Orientação ao Cliente;89,5;FUNC-0047;Sem observação registrada;2022;1;2022-06-30
AV-001230;FUNC-0351;2022-S2;3,2;Proatividade;85,0;FUNC-0058;Sem observação registrada;2022;2;2022-12-31
AV-001231;FUNC-0351;2023-S1;3,7;Liderança;76,9;FUNC-0055;Em desenvolvimento;2023;1;2023-06-30
AV-001232;FUNC-0351;2023-S2;3,4;Proatividade;114,7;FUNC-0045;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001233;FUNC-0351;2024-S1;3,4;Entrega de Resultados;88,9;FUNC-0057;Superou expectativas;2024;1;2024-06-30
AV-001234;FUNC-0351;2024-S2;3,5;Conhecimento Técnico;72,6;FUNC-0028;Entrega consistente;2024;2;2024-12-31
AV-001235;FUNC-0352;2022-S1;3,9;Entrega de Resultados;70,2;FUNC-0042;Em desenvolvimento;2022;1;2022-06-30
AV-001236;FUNC-0352;2022-S2;4,6;Orientação ao Cliente;95,5;FUNC-0007;Sem observação registrada;2022;2;2022-12-31
AV-001238;FUNC-0352;2023-S2;4,7;Liderança;60,1;FUNC-0010;Em desenvolvimento;2023;2;2023-12-31
AV-001239;FUNC-0352;2024-S1;4,9;Proatividade;118,8;FUNC-0048;Entrega consistente;2024;1;2024-06-30
AV-001240;FUNC-0352;2024-S2;4,5;Proatividade;91,2;FUNC-0024;Entrega consistente;2024;2;2024-12-31
AV-001241;FUNC-0353;2023-S2;3,9;Entrega de Resultados;67,2;FUNC-0030;Superou expectativas;2023;2;2023-12-31
AV-001242;FUNC-0353;2024-S1;3,6;Orientação ao Cliente;91,4;FUNC-0027;Entrega consistente;2024;1;2024-06-30
AV-001243;FUNC-0353;2024-S2;3,7;Orientação ao Cliente;71,3;FUNC-0060;Entrega consistente;2024;2;2024-12-31
AV-001244;FUNC-0354;2022-S2;2,8;Liderança;89,0;FUNC-0017;Dentro do esperado;2022;2;2022-12-31
AV-001245;FUNC-0354;2023-S1;3,4;Conhecimento Técnico;68,4;FUNC-0040;Entrega consistente;2023;1;2023-06-30
AV-001246;FUNC-0354;2023-S2;2,7;Liderança;94,4;FUNC-0006;Superou expectativas;2023;2;2023-12-31
AV-001247;FUNC-0354;2024-S1;3,3;Trabalho em Equipe;94,5;FUNC-0051;Entrega consistente;2024;1;2024-06-30
AV-001248;FUNC-0354;2024-S2;3,2;Conhecimento Técnico;89,5;FUNC-0033;Dentro do esperado;2024;2;2024-12-31
AV-001249;FUNC-0355;2022-S1;2,8;Entrega de Resultados;110,5;FUNC-0042;Superou expectativas;2022;1;2022-06-30
AV-001250;FUNC-0355;2022-S2;2,7;Orientação ao Cliente;69,1;FUNC-0010;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001251;FUNC-0355;2023-S1;2,2;Orientação ao Cliente;96,1;FUNC-0013;Ótima colaboração com o time;2023;1;2023-06-30
AV-001252;FUNC-0355;2023-S2;3,3;Proatividade;117,8;FUNC-0028;Sem observação registrada;2023;2;2023-12-31
AV-001253;FUNC-0355;2024-S1;2,8;Liderança;85,6;FUNC-0038;Ótima colaboração com o time;2024;1;2024-06-30
AV-001254;FUNC-0355;2024-S2;2,9;Comunicação;66,8;FUNC-0014;Sem observação registrada;2024;2;2024-12-31
AV-001255;FUNC-0358;2022-S1;;Comunicação;97,1;FUNC-0048;Ótima colaboração com o time;2022;1;2022-06-30
AV-001256;FUNC-0358;2022-S2;;Trabalho em Equipe;85,1;FUNC-0013;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001257;FUNC-0358;2023-S1;;Comunicação;75,8;FUNC-0048;Sem observação registrada;2023;1;2023-06-30
AV-001258;FUNC-0358;2023-S2;;Liderança;71,8;FUNC-0024;Em desenvolvimento;2023;2;2023-12-31
AV-001259;FUNC-0358;2024-S1;;Proatividade;96,9;FUNC-0025;Em desenvolvimento;2024;1;2024-06-30
AV-001260;FUNC-0358;2024-S2;;Conhecimento Técnico;85,9;FUNC-0040;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001261;FUNC-0359;2022-S1;4,6;Liderança;94,8;FUNC-0053;Sem observação registrada;2022;1;2022-06-30
AV-001262;FUNC-0359;2022-S2;4,7;Trabalho em Equipe;104,5;FUNC-0022;Entrega consistente;2022;2;2022-12-31
AV-001263;FUNC-0359;2023-S1;3,6;Proatividade;80,2;FUNC-0035;Dentro do esperado;2023;1;2023-06-30
AV-001264;FUNC-0359;2023-S2;4,3;Orientação ao Cliente;134,3;FUNC-0012;Sem observação registrada;2023;2;2023-12-31
AV-001265;FUNC-0362;2023-S2;4,5;Orientação ao Cliente;98,7;FUNC-0055;Entrega consistente;2023;2;2023-12-31
AV-001266;FUNC-0362;2024-S1;4,8;Comunicação;66,7;FUNC-0040;Sem observação registrada;2024;1;2024-06-30
AV-001267;FUNC-0362;2024-S2;4,7;Comunicação;95,7;FUNC-0043;Superou expectativas;2024;2;2024-12-31
AV-001268;FUNC-0363;2024-S2;3,8;Comunicação;110,0;FUNC-0027;Entrega consistente;2024;2;2024-12-31
AV-001269;FUNC-0364;2022-S1;3,0;Comunicação;103,3;FUNC-0032;Sem observação registrada;2022;1;2022-06-30
AV-001270;FUNC-0364;2022-S2;3,4;Orientação ao Cliente;86,5;FUNC-0043;Superou expectativas;2022;2;2022-12-31
AV-001271;FUNC-0364;2023-S1;3,6;Comunicação;75,1;FUNC-0013;Superou expectativas;2023;1;2023-06-30
AV-001272;FUNC-0364;2023-S2;3,0;Trabalho em Equipe;82,5;FUNC-0009;Entrega consistente;2023;2;2023-12-31
AV-001273;FUNC-0364;2024-S1;3,1;Entrega de Resultados;114,4;FUNC-0007;Superou expectativas;2024;1;2024-06-30
AV-001274;FUNC-0364;2024-S2;3,5;Liderança;69,0;FUNC-0035;Em desenvolvimento;2024;2;2024-12-31
AV-001275;FUNC-0366;2024-S2;4,5;Proatividade;114,3;FUNC-0035;Ótima colaboração com o time;2024;2;2024-12-31
AV-001276;FUNC-0367;2022-S1;3,6;Orientação ao Cliente;86,5;FUNC-0051;Dentro do esperado;2022;1;2022-06-30
AV-001277;FUNC-0367;2022-S2;3,3;Entrega de Resultados;104,2;FUNC-0050;Sem observação registrada;2022;2;2022-12-31
AV-001278;FUNC-0367;2023-S1;3,7;Comunicação;105,6;FUNC-0033;Superou expectativas;2023;1;2023-06-30
AV-001279;FUNC-0368;2022-S1;3,2;Orientação ao Cliente;108,5;FUNC-0028;Entrega consistente;2022;1;2022-06-30
AV-001280;FUNC-0368;2022-S2;3,0;Entrega de Resultados;124,0;FUNC-0007;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001281;FUNC-0368;2023-S1;3,3;Liderança;129,2;FUNC-0044;Em desenvolvimento;2023;1;2023-06-30
AV-001282;FUNC-0368;2023-S2;3,3;Trabalho em Equipe;93,1;FUNC-0027;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001283;FUNC-0368;2024-S1;3,4;Comunicação;80,8;FUNC-0056;Sem observação registrada;2024;1;2024-06-30
AV-001284;FUNC-0368;2024-S2;3,1;Orientação ao Cliente;118,5;FUNC-0010;Superou expectativas;2024;2;2024-12-31
AV-001285;FUNC-0369;2022-S1;3,9;Conhecimento Técnico;112,7;FUNC-0019;Sem observação registrada;2022;1;2022-06-30
AV-001286;FUNC-0369;2022-S2;4,1;Comunicação;116,7;FUNC-0027;Ótima colaboração com o time;2022;2;2022-12-31
AV-001287;FUNC-0369;2023-S1;3,4;Entrega de Resultados;87,0;FUNC-0036;Sem observação registrada;2023;1;2023-06-30
AV-001288;FUNC-0369;2023-S2;3,0;Proatividade;86,6;FUNC-0026;Ótima colaboração com o time;2023;2;2023-12-31
AV-001289;FUNC-0369;2024-S1;3,9;Orientação ao Cliente;84,2;FUNC-0023;Entrega consistente;2024;1;2024-06-30
AV-001290;FUNC-0369;2024-S2;4,2;Trabalho em Equipe;88,6;FUNC-0048;Sem observação registrada;2024;2;2024-12-31
AV-001291;FUNC-0370;2022-S1;3,3;Comunicação;94,9;FUNC-0034;Superou expectativas;2022;1;2022-06-30
AV-001292;FUNC-0370;2022-S2;3,4;Conhecimento Técnico;108,2;FUNC-0053;Dentro do esperado;2022;2;2022-12-31
AV-001293;FUNC-0370;2023-S1;3,0;Liderança;86,7;FUNC-0053;Em desenvolvimento;2023;1;2023-06-30
AV-001294;FUNC-0370;2023-S2;3,9;Trabalho em Equipe;92,3;FUNC-0015;Entrega consistente;2023;2;2023-12-31
AV-001295;FUNC-0370;2024-S1;4,1;Orientação ao Cliente;66,6;FUNC-0039;Superou expectativas;2024;1;2024-06-30
AV-001296;FUNC-0370;2024-S2;3,4;Liderança;70,6;FUNC-0051;Sem observação registrada;2024;2;2024-12-31
AV-001297;FUNC-0371;2022-S1;4,9;Comunicação;74,5;FUNC-0060;Ótima colaboração com o time;2022;1;2022-06-30
AV-001298;FUNC-0371;2022-S2;4,9;Entrega de Resultados;106,5;FUNC-0015;Em desenvolvimento;2022;2;2022-12-31
AV-001299;FUNC-0371;2023-S1;5,0;Trabalho em Equipe;134,8;FUNC-0002;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001300;FUNC-0371;2023-S2;4,8;Entrega de Resultados;89,6;FUNC-0033;Superou expectativas;2023;2;2023-12-31
AV-001301;FUNC-0371;2024-S1;4,6;Conhecimento Técnico;44,5;FUNC-0021;Precisa evoluir em gestão do tempo;2024;1;2024-06-30
AV-001302;FUNC-0371;2024-S2;4,3;Trabalho em Equipe;82,9;FUNC-0019;Em desenvolvimento;2024;2;2024-12-31
AV-001303;FUNC-0372;2022-S1;4,6;Conhecimento Técnico;103,3;FUNC-0055;Sem observação registrada;2022;1;2022-06-30
AV-001304;FUNC-0372;2022-S2;4,1;Orientação ao Cliente;74,9;FUNC-0013;Ótima colaboração com o time;2022;2;2022-12-31
AV-001305;FUNC-0372;2023-S1;4,7;Conhecimento Técnico;89,4;FUNC-0017;Dentro do esperado;2023;1;2023-06-30
AV-001306;FUNC-0372;2023-S2;4,1;Orientação ao Cliente;59,3;FUNC-0050;Dentro do esperado;2023;2;2023-12-31
AV-001307;FUNC-0372;2024-S1;4,4;Comunicação;117,1;FUNC-0003;Sem observação registrada;2024;1;2024-06-30
AV-001308;FUNC-0372;2024-S2;3,9;Liderança;86,7;FUNC-0011;Em desenvolvimento;2024;2;2024-12-31
AV-001309;FUNC-0373;2022-S1;4,5;Proatividade;100,9;FUNC-0021;Superou expectativas;2022;1;2022-06-30
AV-001310;FUNC-0373;2022-S2;4,8;Proatividade;106,1;FUNC-0007;Superou expectativas;2022;2;2022-12-31
AV-001311;FUNC-0373;2023-S1;4,1;Orientação ao Cliente;129,6;FUNC-0036;Sem observação registrada;2023;1;2023-06-30
AV-001312;FUNC-0373;2023-S2;4,6;Orientação ao Cliente;100,2;FUNC-0027;Entrega consistente;2023;2;2023-12-31
AV-001313;FUNC-0373;2024-S1;4,3;Proatividade;92,5;FUNC-0045;Dentro do esperado;2024;1;2024-06-30
AV-001314;FUNC-0374;2022-S1;3,2;Liderança;79,0;FUNC-0008;Superou expectativas;2022;1;2022-06-30
AV-001315;FUNC-0374;2022-S2;3,5;Liderança;120,8;FUNC-0011;Sem observação registrada;2022;2;2022-12-31
AV-001316;FUNC-0374;2023-S1;3,7;Orientação ao Cliente;120,0;FUNC-0027;Sem observação registrada;2023;1;2023-06-30
AV-001317;FUNC-0374;2023-S2;3,5;Trabalho em Equipe;97,1;FUNC-0047;Superou expectativas;2023;2;2023-12-31
AV-001318;FUNC-0374;2024-S1;3,3;Proatividade;65,7;FUNC-0023;Ótima colaboração com o time;2024;1;2024-06-30
AV-001319;FUNC-0374;2024-S2;3,9;Orientação ao Cliente;93,5;FUNC-0053;Dentro do esperado;2024;2;2024-12-31
AV-001320;FUNC-0375;2022-S1;2,9;Comunicação;69,6;FUNC-0038;Em desenvolvimento;2022;1;2022-06-30
AV-001321;FUNC-0375;2022-S2;3,0;Trabalho em Equipe;104,1;FUNC-0024;Em desenvolvimento;2022;2;2022-12-31
AV-001322;FUNC-0375;2023-S1;2,7;Trabalho em Equipe;99,2;FUNC-0018;Em desenvolvimento;2023;1;2023-06-30
AV-001323;FUNC-0375;2023-S2;3,1;Entrega de Resultados;108,4;FUNC-0004;Ótima colaboração com o time;2023;2;2023-12-31
AV-001324;FUNC-0375;2024-S1;3,0;Entrega de Resultados;59,0;FUNC-0001;Dentro do esperado;2024;1;2024-06-30
AV-001325;FUNC-0375;2024-S2;2,7;Entrega de Resultados;112,3;FUNC-0035;Entrega consistente;2024;2;2024-12-31
AV-001326;FUNC-0376;2024-S2;3,0;Trabalho em Equipe;93,1;FUNC-0030;Ótima colaboração com o time;2024;2;2024-12-31
AV-001327;FUNC-0377;2023-S2;3,7;Entrega de Resultados;86,5;FUNC-0016;Dentro do esperado;2023;2;2023-12-31
AV-001328;FUNC-0378;2022-S1;3,1;Liderança;71,0;FUNC-0023;Sem observação registrada;2022;1;2022-06-30
AV-001329;FUNC-0378;2022-S2;2,7;Liderança;95,0;FUNC-0010;Superou expectativas;2022;2;2022-12-31
AV-001330;FUNC-0378;2023-S1;3,2;Orientação ao Cliente;81,7;FUNC-0011;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001331;FUNC-0378;2023-S2;2,5;Conhecimento Técnico;104,5;FUNC-0020;Em desenvolvimento;2023;2;2023-12-31
AV-001332;FUNC-0378;2024-S1;3,3;Orientação ao Cliente;87,1;FUNC-0005;Superou expectativas;2024;1;2024-06-30
AV-001333;FUNC-0378;2024-S2;3,0;Proatividade;88,1;FUNC-0035;Em desenvolvimento;2024;2;2024-12-31
AV-001334;FUNC-0380;2022-S1;4,3;Trabalho em Equipe;86,0;FUNC-0011;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-001335;FUNC-0380;2022-S2;4,4;Proatividade;140,8;FUNC-0046;Em desenvolvimento;2022;2;2022-12-31
AV-001336;FUNC-0380;2023-S1;3,8;Entrega de Resultados;113,4;FUNC-0032;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001337;FUNC-0380;2023-S2;4,2;Orientação ao Cliente;98,5;FUNC-0021;Sem observação registrada;2023;2;2023-12-31
AV-001338;FUNC-0380;2024-S1;4,2;Entrega de Resultados;97,3;FUNC-0037;Entrega consistente;2024;1;2024-06-30
AV-001339;FUNC-0380;2024-S2;4,1;Trabalho em Equipe;80,2;FUNC-0030;Sem observação registrada;2024;2;2024-12-31
AV-001340;FUNC-0381;2024-S2;3,0;Comunicação;77,8;FUNC-0030;Sem observação registrada;2024;2;2024-12-31
AV-001341;FUNC-0382;2022-S1;3,2;Entrega de Resultados;104,6;FUNC-0037;Entrega consistente;2022;1;2022-06-30
AV-001342;FUNC-0383;2022-S1;3,4;Orientação ao Cliente;117,0;FUNC-0041;Em desenvolvimento;2022;1;2022-06-30
AV-001343;FUNC-0383;2022-S2;3,3;Conhecimento Técnico;100,4;FUNC-0005;Superou expectativas;2022;2;2022-12-31
AV-001344;FUNC-0383;2023-S1;3,4;Entrega de Resultados;114,3;FUNC-0031;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001345;FUNC-0383;2023-S2;3,3;Liderança;88,3;FUNC-0003;Entrega consistente;2023;2;2023-12-31
AV-001346;FUNC-0383;2024-S1;3,5;Entrega de Resultados;98,1;FUNC-0033;Sem observação registrada;2024;1;2024-06-30
AV-001347;FUNC-0383;2024-S2;3,3;Trabalho em Equipe;84,5;FUNC-0050;Superou expectativas;2024;2;2024-12-31
AV-001348;FUNC-0384;2022-S1;4,8;Comunicação;87,9;FUNC-0041;Sem observação registrada;2022;1;2022-06-30
AV-001349;FUNC-0384;2022-S2;5,0;Comunicação;96,2;FUNC-0034;Sem observação registrada;2022;2;2022-12-31
AV-001350;FUNC-0384;2023-S1;5,0;Orientação ao Cliente;84,1;FUNC-0028;Entrega consistente;2023;1;2023-06-30
AV-001351;FUNC-0384;2023-S2;5,0;Orientação ao Cliente;89,8;FUNC-0060;Ótima colaboração com o time;2023;2;2023-12-31
AV-001352;FUNC-0386;2024-S1;3,9;Comunicação;101,8;FUNC-0001;Dentro do esperado;2024;1;2024-06-30
AV-001353;FUNC-0386;2024-S2;2,6;Liderança;91,5;FUNC-0057;Superou expectativas;2024;2;2024-12-31
AV-001354;FUNC-0387;2022-S1;3,8;Trabalho em Equipe;91,8;FUNC-0044;Dentro do esperado;2022;1;2022-06-30
AV-001355;FUNC-0387;2022-S2;3,8;Orientação ao Cliente;62,5;FUNC-0011;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001356;FUNC-0388;2024-S1;3,1;Trabalho em Equipe;82,8;FUNC-0010;Em desenvolvimento;2024;1;2024-06-30
AV-001357;FUNC-0389;2022-S1;2,9;Comunicação;126,4;FUNC-0030;Sem observação registrada;2022;1;2022-06-30
AV-001358;FUNC-0389;2022-S2;3,4;Entrega de Resultados;100,1;FUNC-0058;Entrega consistente;2022;2;2022-12-31
AV-001359;FUNC-0389;2023-S1;3,1;Conhecimento Técnico;85,8;FUNC-0038;Sem observação registrada;2023;1;2023-06-30
AV-001360;FUNC-0390;2022-S1;2,5;Orientação ao Cliente;87,7;FUNC-0051;Dentro do esperado;2022;1;2022-06-30
AV-001361;FUNC-0390;2022-S2;2,8;Trabalho em Equipe;76,7;FUNC-0033;Sem observação registrada;2022;2;2022-12-31
AV-001362;FUNC-0390;2023-S1;2,1;Orientação ao Cliente;92,1;FUNC-0014;Dentro do esperado;2023;1;2023-06-30
AV-001363;FUNC-0390;2023-S2;3,2;Trabalho em Equipe;101,3;FUNC-0006;Sem observação registrada;2023;2;2023-12-31
AV-001364;FUNC-0390;2024-S1;2,6;Conhecimento Técnico;73,8;FUNC-0034;Superou expectativas;2024;1;2024-06-30
AV-001365;FUNC-0390;2024-S2;2,7;Comunicação;78,9;FUNC-0032;Entrega consistente;2024;2;2024-12-31
AV-001366;FUNC-0391;2023-S2;4,0;Proatividade;132,3;FUNC-0050;Ótima colaboração com o time;2023;2;2023-12-31
AV-001367;FUNC-0391;2024-S1;4,6;Entrega de Resultados;94,2;FUNC-0015;Sem observação registrada;2024;1;2024-06-30
AV-001368;FUNC-0391;2024-S2;4,0;Orientação ao Cliente;62,6;FUNC-0060;Entrega consistente;2024;2;2024-12-31
AV-001369;FUNC-0392;2022-S1;4,4;Entrega de Resultados;108,5;FUNC-0033;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-001370;FUNC-0392;2022-S2;4,2;Conhecimento Técnico;83,5;FUNC-0017;Sem observação registrada;2022;2;2022-12-31
AV-001371;FUNC-0392;2023-S1;4,8;Liderança;71,1;FUNC-0023;Sem observação registrada;2023;1;2023-06-30
AV-001372;FUNC-0392;2023-S2;3,6;Orientação ao Cliente;114,2;FUNC-0025;Sem observação registrada;2023;2;2023-12-31
AV-001373;FUNC-0392;2024-S1;3,9;Orientação ao Cliente;130,7;FUNC-0035;Entrega consistente;2024;1;2024-06-30
AV-001374;FUNC-0392;2024-S2;3,8;Comunicação;119,9;FUNC-0009;Superou expectativas;2024;2;2024-12-31
AV-001375;FUNC-0393;2024-S1;2,7;Liderança;110,0;FUNC-0021;Em desenvolvimento;2024;1;2024-06-30
AV-001376;FUNC-0393;2024-S2;3,0;Orientação ao Cliente;105,3;FUNC-0009;Entrega consistente;2024;2;2024-12-31
AV-001377;FUNC-0395;2022-S1;3,2;Orientação ao Cliente;85,7;FUNC-0034;Em desenvolvimento;2022;1;2022-06-30
AV-001378;FUNC-0395;2022-S2;4,0;Entrega de Resultados;92,1;FUNC-0026;Sem observação registrada;2022;2;2022-12-31
AV-001379;FUNC-0395;2023-S1;4,1;Conhecimento Técnico;106,7;FUNC-0060;Em desenvolvimento;2023;1;2023-06-30
AV-001380;FUNC-0395;2023-S2;4,3;Conhecimento Técnico;86,1;FUNC-0046;Sem observação registrada;2023;2;2023-12-31
AV-001381;FUNC-0395;2024-S1;3,7;Orientação ao Cliente;89,5;FUNC-0026;Sem observação registrada;2024;1;2024-06-30
AV-001382;FUNC-0395;2024-S2;3,5;Orientação ao Cliente;104,7;FUNC-0047;Sem observação registrada;2024;2;2024-12-31
AV-001383;FUNC-0396;2024-S1;3,8;Liderança;66,4;FUNC-0005;Ótima colaboração com o time;2024;1;2024-06-30
AV-001384;FUNC-0397;2022-S1;2,6;Proatividade;121,8;FUNC-0037;Ótima colaboração com o time;2022;1;2022-06-30
AV-001385;FUNC-0397;2022-S2;2,7;Liderança;81,9;FUNC-0041;Sem observação registrada;2022;2;2022-12-31
AV-001386;FUNC-0397;2023-S1;2,9;Trabalho em Equipe;87,6;FUNC-0043;Superou expectativas;2023;1;2023-06-30
AV-001387;FUNC-0397;2023-S2;2,9;Trabalho em Equipe;103,7;FUNC-0050;Superou expectativas;2023;2;2023-12-31
