ID_Treinamento;ID_Funcionario;Nome_Treinamento;Categoria;Carga_Horaria_h;Data_Inicio;Data_Fim;Status;Nota_Final;Modalidade;Duracao_Dias;flag_data_invalida
TR-000428;FUNC-0190;Liderança Situacional;Comportamental;16;2023-12-19;2023-12-21;Não Concluído;;Presencial;2;False
TR-000429;FUNC-0190;Gestão de Conflitos;Comportamental;8;2020-09-05;2020-09-06;Concluído;8,1;Presencial;1;False
TR-000430;FUNC-0191;Design Thinking;Técnico;16;2024-11-21;2024-11-23;Em Andamento;;Híbrido;2;False
TR-000431;FUNC-0191;Gestão de Conflitos;Comportamental;8;2024-11-20;2024-11-21;Concluído;5,7;Presencial;1;False
TR-000432;FUNC-0192;Vendas Consultivas B2B;Técnico;16;2024-09-15;2024-09-17;Não Concluído;;Presencial;2;False
TR-000433;FUNC-0193;Design Thinking;Técnico;16;2019-11-18;2019-11-20;Concluído;7,8;Híbrido;2;False
TR-000434;FUNC-0193;Gestão Ágil de Projetos;Técnico;24;2023-12-15;2023-12-18;Não Concluído;;Híbrido;3;False
TR-000435;FUNC-0194;Gestão Ágil de Projetos;Técnico;24;2022-07-29;2022-08-01;Concluído;9,8;Híbrido;3;False
TR-000436;FUNC-0194;Gestão Ágil de Projetos;Técnico;24;2022-06-17;2022-06-20;Concluído;9,5;Híbrido;3;False
TR-000437;FUNC-0195;Finanças para Não Financeiros;Técnico;12;2021-09-17;2021-09-18;Concluído;8,5;EAD;1;False
TR-000438;FUNC-0195;Power BI do Zero ao Avançado;Técnico;20;2021-05-19;2021-05-21;Concluído;7,0;EAD;2;False
TR-000439;FUNC-0195;Liderança Situacional;Comportamental;16;2024-03-17;2024-03-19;Concluído;8,7;Presencial;2;False
TR-000440;FUNC-0195;Onboarding Corporativo;Institucional;8;2023-07-05;2023-07-06;Concluído;9,3;Híbrido;1;False
TR-000441;FUNC-0195;Segurança do Trabalho NR-35;Obrigatório;4;2021-05-24;2021-05-25;Concluído;9,1;Presencial;1;False
TR-000442;FUNC-0196;Programa de Desenvolvimento de Líderes;Comportamental;40;2019-02-27;2019-03-04;Concluído;5,9;Presencial;5;False
TR-000443;FUNC-0198;Python para Análise de Dados;Técnico;40;2024-05-29;2024-06-03;Concluído;9,8;EAD;5;False
TR-000444;FUNC-0198;Segurança do Trabalho NR-35;Obrigatório;4;2023-11-06;2023-11-07;Concluído;8,9;Presencial;1;False
TR-000445;FUNC-0198;Vendas Consultivas B2B;Técnico;16;2024-08-08;2024-08-10;Concluído;6,4;Presencial;2;False
TR-000446;FUNC-0199;Inglês Corporativo;Idioma;60;2023-08-08;2023-08-15;Concluído;8,3;EAD;7;False
TR-000447;FUNC-0199;LGPD na Prática;Compliance;4;2024-09-14;2024-09-15;Concluído;5,7;EAD;1;False
TR-000448;FUNC-0199;LGPD na Prática;Compliance;4;2023-05-21;2023-05-22;Concluído;9,6;EAD;1;False
TR-000449;FUNC-0200;Finanças para Não Financeiros;Técnico;12;2019-06-26;2019-06-27;Em Andamento;;EAD;1;False
TR-000450;FUNC-0200;Comunicação Não-Violenta;Comportamental;8;2018-12-20;2018-12-21;Concluído;6,1;Presencial;1;False
TR-000451;FUNC-0200;Power BI do Zero ao Avançado;Técnico;20;2018-11-30;2018-12-02;Concluído;7,3;EAD;2;False
TR-000452;FUNC-0201;Comunicação Não-Violenta;Comportamental;8;2024-10-15;2024-10-16;Concluído;7,2;Presencial;1;False
TR-000453;FUNC-0202;Vendas Consultivas B2B;Técnico;16;2022-04-26;2022-04-28;Não Concluído;;Presencial;2;False
TR-000454;FUNC-0202;Onboarding Corporativo;Institucional;8;2024-01-23;2024-01-24;Concluído;9,1;Híbrido;1;False
TR-000455;FUNC-0203;Gestão Ágil de Projetos;Técnico;24;2017-04-25;2017-04-28;Concluído;8,3;Híbrido;3;False
TR-000456;FUNC-0203;Gestão Ágil de Projetos;Técnico;24;2022-10-09;2022-10-12;Concluído;6,8;Híbrido;3;False
TR-000457;FUNC-0203;Finanças para Não Financeiros;Técnico;12;2023-12-01;2023-12-02;Concluído;7,0;EAD;1;False
TR-000458;FUNC-0204;Power BI do Zero ao Avançado;Técnico;20;2020-09-04;2020-09-06;Concluído;8,0;EAD;2;False
TR-000459;FUNC-0204;Python para Análise de Dados;Técnico;40;2020-04-20;2020-04-25;Concluído;6,2;EAD;5;False
TR-000460;FUNC-0204;Design Thinking;Técnico;16;2022-12-23;2022-12-25;Concluído;9,4;Híbrido;2;False
TR-000461;FUNC-0205;Onboarding Corporativo;Institucional;8;2024-11-02;2024-11-03;Concluído;7,0;Híbrido;1;False
TR-000462;FUNC-0205;Vendas Consultivas B2B;Técnico;16;2024-10-15;2024-10-17;Concluído;9,8;Presencial;2;False
TR-000463;FUNC-0205;Gestão Ágil de Projetos;Técnico;24;2024-11-07;2024-11-10;Concluído;9,3;Híbrido;3;False
TR-000464;FUNC-0206;Python para Análise de Dados;Técnico;40;2021-03-06;2021-03-11;Não Concluído;;EAD;5;False
TR-000465;FUNC-0206;Gestão de Conflitos;Comportamental;8;2023-08-02;2023-08-03;Concluído;7,0;Presencial;1;False
TR-000466;FUNC-0206;Excel Avançado;Técnico;8;2023-06-20;2023-06-21;Não Concluído;;EAD;1;False
TR-000467;FUNC-0206;Gestão de Conflitos;Comportamental;8;2020-05-21;2020-05-22;Concluído;9,4;Presencial;1;False
TR-000468;FUNC-0207;Finanças para Não Financeiros;Técnico;12;2020-08-14;2020-08-15;Em Andamento;;EAD;1;False
TR-000469;FUNC-0207;LGPD na Prática;Compliance;4;2020-09-27;2020-09-28;Em Andamento;;EAD;1;False
TR-000470;FUNC-0207;Onboarding Corporativo;Institucional;8;2022-01-21;2022-01-22;Concluído;9,3;Híbrido;1;False
TR-000471;FUNC-0208;Liderança Situacional;Comportamental;16;2022-07-21;2022-07-23;Não Concluído;;Presencial;2;False
TR-000472;FUNC-0208;Comunicação Não-Violenta;Comportamental;8;2023-08-13;2023-08-14;Não Concluído;;Presencial;1;False
TR-000473;FUNC-0208;Finanças para Não Financeiros;Técnico;12;2024-05-17;2024-05-18;Concluído;6,1;EAD;1;False
TR-000474;FUNC-0209;Gestão Ágil de Projetos;Técnico;24;2018-09-08;2018-09-11;Concluído;9,6;Híbrido;3;False
TR-000475;FUNC-0209;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-01-01;2024-01-06;Concluído;8,7;Presencial;5;False
TR-000476;FUNC-0210;Inglês Corporativo;Idioma;60;2022-10-11;2022-10-18;Concluído;8,1;EAD;7;False
TR-000477;FUNC-0211;LGPD na Prática;Compliance;4;2021-09-09;2021-09-10;Em Andamento;;EAD;1;False
TR-000478;FUNC-0211;Python para Análise de Dados;Técnico;40;2024-07-02;2024-07-07;Não Concluído;;EAD;5;False
TR-000479;FUNC-0211;Excel Avançado;Técnico;8;2020-01-08;2020-01-09;Concluído;5,9;EAD;1;False
TR-000480;FUNC-0212;Gestão de Conflitos;Comportamental;8;2023-01-15;2023-01-16;Não Concluído;;Presencial;1;False
TR-000481;FUNC-0212;Segurança do Trabalho NR-35;Obrigatório;4;2020-04-30;2020-05-01;Concluído;7,0;Presencial;1;False
TR-000482;FUNC-0212;Excel Avançado;Técnico;8;2023-10-31;2023-11-01;Concluído;8,8;EAD;1;False
TR-000483;FUNC-0213;Inglês Corporativo;Idioma;60;2024-10-08;2024-10-15;Não Concluído;;EAD;7;False
TR-000484;FUNC-0213;LGPD na Prática;Compliance;4;2024-07-03;2024-07-04;Concluído;9,2;EAD;1;False
TR-000485;FUNC-0213;Finanças para Não Financeiros;Técnico;12;2024-05-23;2024-05-24;Concluído;7,5;EAD;1;False
TR-000486;FUNC-0214;Python para Análise de Dados;Técnico;40;2019-04-28;2019-05-03;Concluído;9,3;EAD;5;False
TR-000487;FUNC-0214;Programa de Desenvolvimento de Líderes;Comportamental;40;2018-09-04;2018-09-09;Concluído;5,6;Presencial;5;False
TR-000488;FUNC-0214;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-02-01;2021-02-06;Concluído;8,4;Presencial;5;False
TR-000489;FUNC-0215;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-11-17;2024-11-22;Não Concluído;;Presencial;5;False
TR-000490;FUNC-0216;Vendas Consultivas B2B;Técnico;16;2017-11-06;2017-11-08;Concluído;5,7;Presencial;2;False
TR-000491;FUNC-0217;Inglês Corporativo;Idioma;60;2024-08-28;2024-09-04;Concluído;5,6;EAD;7;False
TR-000492;FUNC-0217;Comunicação Não-Violenta;Comportamental;8;2023-12-06;2023-12-07;Concluído;9,1;Presencial;1;False
TR-000493;FUNC-0217;Liderança Situacional;Comportamental;16;2024-09-19;2024-09-21;Concluído;8,5;Presencial;2;False
TR-000494;FUNC-0218;Gestão de Conflitos;Comportamental;8;2023-11-28;2023-11-29;Concluído;6,4;Presencial;1;False
TR-000495;FUNC-0219;LGPD na Prática;Compliance;4;2024-03-13;2024-03-14;Em Andamento;;EAD;1;False
TR-000496;FUNC-0219;Comunicação Não-Violenta;Comportamental;8;2023-12-07;2023-12-08;Concluído;9,4;Presencial;1;False
TR-000497;FUNC-0220;Inglês Corporativo;Idioma;60;2023-11-05;2023-11-12;Não Concluído;;EAD;7;False
TR-000498;FUNC-0221;Python para Análise de Dados;Técnico;40;2023-08-25;2023-08-30;Concluído;6,9;EAD;5;False
TR-000499;FUNC-0221;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-03-30;2022-04-04;Concluído;5,9;Presencial;5;False
TR-000500;FUNC-0221;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-06-01;2023-06-06;Não Concluído;;Presencial;5;False
TR-000501;FUNC-0223;Design Thinking;Técnico;16;2018-04-04;2018-04-06;Concluído;9,1;Híbrido;2;False
TR-000502;FUNC-0224;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-03-15;2021-03-20;Concluído;9,0;Presencial;5;False
TR-000503;FUNC-0225;Excel Avançado;Técnico;8;2024-07-15;2024-07-16;Não Concluído;;EAD;1;False
TR-000504;FUNC-0225;Finanças para Não Financeiros;Técnico;12;2022-10-10;2022-10-11;Concluído;8,5;EAD;1;False
TR-000505;FUNC-0226;Power BI do Zero ao Avançado;Técnico;20;2024-07-11;2024-07-13;Concluído;8,1;EAD;2;False
TR-000506;FUNC-0226;Power BI do Zero ao Avançado;Técnico;20;2024-06-23;2024-06-25;Não Concluído;;EAD;2;False
TR-000507;FUNC-0226;Segurança do Trabalho NR-35;Obrigatório;4;2023-03-07;2023-03-08;Não Concluído;;Presencial;1;False
TR-000508;FUNC-0228;Inglês Corporativo;Idioma;60;2024-11-01;2024-11-08;Concluído;6,3;EAD;7;False
TR-000509;FUNC-0229;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-06-28;2023-07-03;Não Concluído;;Presencial;5;False
TR-000510;FUNC-0229;Liderança Situacional;Comportamental;16;2024-10-31;2024-11-02;Concluído;6,9;Presencial;2;False
TR-000511;FUNC-0229;LGPD na Prática;Compliance;4;2023-07-28;2023-07-29;Não Concluído;;EAD;1;False
TR-000512;FUNC-0229;Vendas Consultivas B2B;Técnico;16;2024-07-07;2024-07-09;Concluído;8,9;Presencial;2;False
TR-000513;FUNC-0229;Finanças para Não Financeiros;Técnico;12;2023-03-24;2023-03-25;Concluído;9,5;EAD;1;False
TR-000514;FUNC-0230;Onboarding Corporativo;Institucional;8;2023-01-18;2023-01-19;Concluído;6,7;Híbrido;1;False
TR-000515;FUNC-0230;Power BI do Zero ao Avançado;Técnico;20;2023-02-11;2023-02-13;Concluído;8,7;EAD;2;False
TR-000516;FUNC-0230;Liderança Situacional;Comportamental;16;2021-08-10;2021-08-12;Não Concluído;;Presencial;2;False
TR-000517;FUNC-0231;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-08-16;2024-08-21;Em Andamento;;Presencial;5;False
TR-000518;FUNC-0231;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-11;2024-10-12;Concluído;6,1;Presencial;1;False
TR-000519;FUNC-0232;Finanças para Não Financeiros;Técnico;12;2023-04-19;2023-04-20;Concluído;7,5;EAD;1;False
TR-000520;FUNC-0232;Gestão Ágil de Projetos;Técnico;24;2022-03-14;2022-03-17;Concluído;6,7;Híbrido;3;False
TR-000521;FUNC-0232;Power BI do Zero ao Avançado;Técnico;20;2021-04-19;2021-04-21;Em Andamento;;EAD;2;False
TR-000522;FUNC-0232;Finanças para Não Financeiros;Técnico;12;2020-01-19;2020-01-20;Concluído;9,5;EAD;1;False
TR-000523;FUNC-0234;Inglês Corporativo;Idioma;60;2021-10-12;2021-10-19;Não Concluído;;EAD;7;False
TR-000524;FUNC-0234;Finanças para Não Financeiros;Técnico;12;2019-03-29;2019-03-30;Em Andamento;;EAD;1;False
TR-000525;FUNC-0234;Segurança do Trabalho NR-35;Obrigatório;4;2022-09-10;2022-09-11;Concluído;7,1;Presencial;1;False
TR-000526;FUNC-0235;Gestão Ágil de Projetos;Técnico;24;2024-06-18;2024-06-21;Concluído;7,5;Híbrido;3;False
TR-000527;FUNC-0236;Excel Avançado;Técnico;8;2021-08-09;2021-08-10;Concluído;9,9;EAD;1;False
TR-000528;FUNC-0236;Inglês Corporativo;Idioma;60;2021-08-07;2021-08-14;Concluído;8,4;EAD;7;False
TR-000529;FUNC-0237;Vendas Consultivas B2B;Técnico;16;2024-11-28;2024-11-30;Concluído;7,0;Presencial;2;False
TR-000530;FUNC-0237;Liderança Situacional;Comportamental;16;2024-10-02;2024-10-04;Não Concluído;;Presencial;2;False
TR-000531;FUNC-0238;Excel Avançado;Técnico;8;2024-10-01;2024-10-02;Concluído;9,7;EAD;1;False
TR-000532;FUNC-0238;LGPD na Prática;Compliance;4;2024-10-01;2024-10-02;Concluído;8,2;EAD;1;False
TR-000533;FUNC-0238;LGPD na Prática;Compliance;4;2024-10-01;2024-10-02;Concluído;9,3;EAD;1;False
TR-000534;FUNC-0239;Finanças para Não Financeiros;Técnico;12;2024-08-04;2024-08-05;Concluído;5,8;EAD;1;False
TR-000535;FUNC-0242;Power BI do Zero ao Avançado;Técnico;20;2020-08-24;2020-08-26;Concluído;5,7;EAD;2;False
TR-000536;FUNC-0243;Power BI do Zero ao Avançado;Técnico;20;2024-05-26;2024-05-28;Concluído;8,3;EAD;2;False
TR-000537;FUNC-0243;Vendas Consultivas B2B;Técnico;16;2024-11-30;2024-12-02;Concluído;8,4;Presencial;2;False
TR-000538;FUNC-0244;LGPD na Prática;Compliance;4;2024-08-27;2024-08-28;Concluído;9,3;EAD;1;False
TR-000539;FUNC-0244;Segurança do Trabalho NR-35;Obrigatório;4;2024-09-12;2024-09-13;Concluído;8,0;Presencial;1;False
TR-000540;FUNC-0245;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-06-07;2023-06-12;Concluído;6,6;Presencial;5;False
TR-000541;FUNC-0245;Comunicação Não-Violenta;Comportamental;8;2023-12-19;2023-12-20;Concluído;7,1;Presencial;1;False
TR-000542;FUNC-0245;LGPD na Prática;Compliance;4;2022-11-22;2022-11-23;Concluído;9,3;EAD;1;False
TR-000543;FUNC-0246;Gestão de Conflitos;Comportamental;8;2024-04-06;2024-04-07;Concluído;5,6;Presencial;1;False
TR-000544;FUNC-0246;Design Thinking;Técnico;16;2017-04-20;2017-04-22;Concluído;9,7;Híbrido;2;False
TR-000545;FUNC-0246;LGPD na Prática;Compliance;4;2022-05-04;2022-05-05;Concluído;5,6;EAD;1;False
TR-000546;FUNC-0246;Inglês Corporativo;Idioma;60;2018-04-11;2018-04-18;Em Andamento;;EAD;7;False
TR-000547;FUNC-0247;Vendas Consultivas B2B;Técnico;16;2020-06-02;2020-06-04;Concluído;6,1;Presencial;2;False
TR-000548;FUNC-0248;Vendas Consultivas B2B;Técnico;16;2024-02-17;2024-02-19;Em Andamento;;Presencial;2;False
TR-000549;FUNC-0248;Excel Avançado;Técnico;8;2023-03-06;2023-03-07;Não Concluído;;EAD;1;False
TR-000550;FUNC-0248;LGPD na Prática;Compliance;4;2024-04-18;2024-04-19;Concluído;7,0;EAD;1;False
TR-000551;FUNC-0249;Power BI do Zero ao Avançado;Técnico;20;2024-10-01;2024-10-03;Concluído;8,8;EAD;2;False
TR-000552;FUNC-0249;Gestão de Conflitos;Comportamental;8;2024-03-21;2024-03-22;Concluído;6,2;Presencial;1;False
TR-000553;FUNC-0249;Gestão Ágil de Projetos;Técnico;24;2024-08-03;2024-08-06;Concluído;6,9;Híbrido;3;False
TR-000554;FUNC-0249;Segurança do Trabalho NR-35;Obrigatório;4;2017-11-01;2017-11-02;Concluído;9,3;Presencial;1;False
TR-000555;FUNC-0249;Liderança Situacional;Comportamental;16;2018-02-25;2018-02-27;Concluído;6,0;Presencial;2;False
TR-000556;FUNC-0250;Gestão Ágil de Projetos;Técnico;24;2023-11-15;2023-11-18;Concluído;6,8;Híbrido;3;False
TR-000557;FUNC-0251;Excel Avançado;Técnico;8;2022-07-27;2022-07-28;Concluído;5,8;EAD;1;False
TR-000558;FUNC-0251;Excel Avançado;Técnico;8;2024-04-04;2024-04-05;Concluído;6,7;EAD;1;False
TR-000559;FUNC-0251;Finanças para Não Financeiros;Técnico;12;2023-04-21;2023-04-22;Concluído;5,8;EAD;1;False
TR-000560;FUNC-0251;Onboarding Corporativo;Institucional;8;2022-09-05;2022-09-06;Concluído;6,2;Híbrido;1;False
TR-000561;FUNC-0252;Power BI do Zero ao Avançado;Técnico;20;2024-05-29;2024-05-31;Concluído;8,9;EAD;2;False
TR-000562;FUNC-0252;Finanças para Não Financeiros;Técnico;12;2024-03-11;2024-03-12;Concluído;7,3;EAD;1;False
TR-000563;FUNC-0252;Power BI do Zero ao Avançado;Técnico;20;2024-04-26;2024-04-28;Concluído;7,5;EAD;2;False
TR-000564;FUNC-0252;Python para Análise de Dados;Técnico;40;2023-10-24;2023-10-29;Não Concluído;;EAD;5;False
TR-000565;FUNC-0253;Comunicação Não-Violenta;Comportamental;8;2024-07-27;2024-07-28;Concluído;8,0;Presencial;1;False
TR-000566;FUNC-0254;Finanças para Não Financeiros;Técnico;12;2024-10-06;2024-10-07;Concluído;7,4;EAD;1;False
TR-000567;FUNC-0254;LGPD na Prática;Compliance;4;2024-05-20;2024-05-21;Concluído;9,6;EAD;1;False
TR-000568;FUNC-0255;Inglês Corporativo;Idioma;60;2024-10-23;2024-10-30;Não Concluído;;EAD;7;False
TR-000569;FUNC-0256;Finanças para Não Financeiros;Técnico;12;2023-03-25;2023-03-26;Não Concluído;;EAD;1;False
TR-000570;FUNC-0256;Comunicação Não-Violenta;Comportamental;8;2022-11-23;2022-11-24;Concluído;6,8;Presencial;1;False
TR-000571;FUNC-0256;Liderança Situacional;Comportamental;16;2024-05-06;2024-05-08;Em Andamento;;Presencial;2;False
TR-000572;FUNC-0256;Gestão Ágil de Projetos;Técnico;24;2023-05-11;2023-05-14;Concluído;6,3;Híbrido;3;False
TR-000573;FUNC-0257;Excel Avançado;Técnico;8;2024-04-02;2024-04-03;Concluído;8,9;EAD;1;False
TR-000574;FUNC-0257;Gestão Ágil de Projetos;Técnico;24;2024-10-08;2024-10-11;Em Andamento;;Híbrido;3;False
TR-000575;FUNC-0257;Vendas Consultivas B2B;Técnico;16;2024-06-30;2024-07-02;Concluído;10,0;Presencial;2;False
TR-000576;FUNC-0257;Finanças para Não Financeiros;Técnico;12;2024-09-18;2024-09-19;Concluído;6,4;EAD;1;False
TR-000577;FUNC-0258;Gestão Ágil de Projetos;Técnico;24;2020-01-22;2020-01-25;Concluído;7,4;Híbrido;3;False
TR-000578;FUNC-0260;Design Thinking;Técnico;16;2024-11-29;2024-12-01;Concluído;9,0;Híbrido;2;False
TR-000579;FUNC-0260;Onboarding Corporativo;Institucional;8;2024-11-12;2024-11-13;Concluído;6,7;Híbrido;1;False
TR-000580;FUNC-0260;Excel Avançado;Técnico;8;2024-11-05;2024-11-06;Concluído;8,3;EAD;1;False
TR-000581;FUNC-0260;Power BI do Zero ao Avançado;Técnico;20;2024-11-21;2024-11-23;Concluído;5,5;EAD;2;False
TR-000582;FUNC-0261;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-11-13;2021-11-18;Concluído;9,1;Presencial;5;False
TR-000583;FUNC-0261;LGPD na Prática;Compliance;4;2019-10-28;2019-10-29;Concluído;8,5;EAD;1;False
TR-000584;FUNC-0261;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-10-03;2021-10-08;Concluído;8,0;Presencial;5;False
TR-000585;FUNC-0263;Gestão de Conflitos;Comportamental;8;2024-06-04;2024-06-05;Concluído;10,0;Presencial;1;False
TR-000586;FUNC-0263;Gestão Ágil de Projetos;Técnico;24;2024-02-03;2024-02-06;Concluído;9,0;Híbrido;3;False
TR-000587;FUNC-0265;Python para Análise de Dados;Técnico;40;2024-08-01;2024-08-06;Concluído;6,2;EAD;5;False
TR-000588;FUNC-0265;Vendas Consultivas B2B;Técnico;16;2022-06-14;2022-06-16;Concluído;6,2;Presencial;2;False
TR-000589;FUNC-0265;Gestão de Conflitos;Comportamental;8;2021-04-16;2021-04-17;Concluído;9,4;Presencial;1;False
TR-000590;FUNC-0266;Inglês Corporativo;Idioma;60;2020-04-27;2020-05-04;Concluído;9,9;EAD;7;False
TR-000591;FUNC-0267;Finanças para Não Financeiros;Técnico;12;2022-07-24;2022-07-25;Concluído;6,9;EAD;1;False
TR-000592;FUNC-0268;LGPD na Prática;Compliance;4;2023-05-29;2023-05-30;Concluído;7,2;EAD;1;False
TR-000593;FUNC-0268;Onboarding Corporativo;Institucional;8;2024-09-08;2024-09-09;Concluído;6,7;Híbrido;1;False
TR-000594;FUNC-0268;LGPD na Prática;Compliance;4;2023-06-10;2023-06-11;Concluído;9,6;EAD;1;False
TR-000595;FUNC-0269;Segurança do Trabalho NR-35;Obrigatório;4;2021-08-06;2021-08-07;Concluído;7,1;Presencial;1;False
TR-000596;FUNC-0269;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-07-06;2023-07-11;Não Concluído;;Presencial;5;False
TR-000597;FUNC-0269;Segurança do Trabalho NR-35;Obrigatório;4;2021-06-10;2021-06-11;Concluído;8,5;Presencial;1;False
TR-000598;FUNC-0271;Liderança Situacional;Comportamental;16;2024-10-01;2024-10-03;Concluído;7,3;Presencial;2;False
TR-000599;FUNC-0272;Liderança Situacional;Comportamental;16;2020-10-22;2020-10-24;Concluído;8,0;Presencial;2;False
TR-000600;FUNC-0274;Excel Avançado;Técnico;8;2020-08-06;2020-08-07;Concluído;5,7;EAD;1;False
TR-000601;FUNC-0274;Gestão de Conflitos;Comportamental;8;2018-07-31;2018-08-01;Concluído;9,1;Presencial;1;False
TR-000602;FUNC-0274;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-12-15;2022-12-20;Em Andamento;;Presencial;5;False
TR-000603;FUNC-0274;Design Thinking;Técnico;16;2023-09-09;2023-09-11;Concluído;7,3;Híbrido;2;False
TR-000604;FUNC-0275;Gestão de Conflitos;Comportamental;8;2016-12-23;2016-12-24;Concluído;9,0;Presencial;1;False
TR-000605;FUNC-0277;Segurança do Trabalho NR-35;Obrigatório;4;2024-08-08;2024-08-09;Concluído;9,9;Presencial;1;False
TR-000606;FUNC-0277;Design Thinking;Técnico;16;2024-11-18;2024-11-20;Concluído;9,1;Híbrido;2;False
TR-000607;FUNC-0277;Comunicação Não-Violenta;Comportamental;8;2024-10-07;2024-10-08;Não Concluído;;Presencial;1;False
TR-000608;FUNC-0278;Design Thinking;Técnico;16;2020-08-17;2020-08-19;Concluído;6,9;Híbrido;2;False
TR-000609;FUNC-0278;Power BI do Zero ao Avançado;Técnico;20;2024-08-12;2024-08-14;Não Concluído;;EAD;2;False
TR-000610;FUNC-0279;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-03-06;2023-03-11;Em Andamento;;Presencial;5;False
TR-000611;FUNC-0279;Vendas Consultivas B2B;Técnico;16;2019-09-15;2019-09-17;Concluído;6,7;Presencial;2;False
TR-000612;FUNC-0279;Finanças para Não Financeiros;Técnico;12;2021-12-11;2021-12-12;Em Andamento;;EAD;1;False
TR-000613;FUNC-0280;Power BI do Zero ao Avançado;Técnico;20;2024-04-10;2024-04-12;Em Andamento;;EAD;2;False
TR-000614;FUNC-0280;Power BI do Zero ao Avançado;Técnico;20;2024-04-12;2024-04-14;Concluído;9,4;EAD;2;False
TR-000615;FUNC-0281;Onboarding Corporativo;Institucional;8;2020-01-21;2020-01-22;Concluído;6,9;Híbrido;1;False
TR-000616;FUNC-0281;Vendas Consultivas B2B;Técnico;16;2021-06-02;2021-06-04;Concluído;7,0;Presencial;2;False
TR-000617;FUNC-0281;Segurança do Trabalho NR-35;Obrigatório;4;2017-11-23;2017-11-24;Concluído;7,5;Presencial;1;False
TR-000618;FUNC-0281;Excel Avançado;Técnico;8;2020-07-28;2020-07-29;Em Andamento;;EAD;1;False
TR-000619;FUNC-0282;Vendas Consultivas B2B;Técnico;16;2024-02-04;2024-02-06;Concluído;8,7;Presencial;2;False
TR-000620;FUNC-0282;Comunicação Não-Violenta;Comportamental;8;2023-08-25;2023-08-26;Concluído;8,6;Presencial;1;False
TR-000621;FUNC-0282;Segurança do Trabalho NR-35;Obrigatório;4;2024-06-10;2024-06-11;Concluído;6,3;Presencial;1;False
TR-000622;FUNC-0282;Finanças para Não Financeiros;Técnico;12;2024-08-06;2024-08-07;Concluído;9,7;EAD;1;False
TR-000623;FUNC-0283;Vendas Consultivas B2B;Técnico;16;2024-07-24;2024-07-26;Concluído;6,6;Presencial;2;False
TR-000624;FUNC-0283;Liderança Situacional;Comportamental;16;2023-11-28;2023-11-30;Concluído;9,3;Presencial;2;False
TR-000625;FUNC-0284;Programa de Desenvolvimento de Líderes;Comportamental;40;2020-08-27;2020-09-01;Concluído;6,2;Presencial;5;False
TR-000626;FUNC-0285;LGPD na Prática;Compliance;4;2024-10-31;2024-11-01;Não Concluído;;EAD;1;False
TR-000627;FUNC-0285;Design Thinking;Técnico;16;2024-11-08;2024-11-10;Concluído;9,2;Híbrido;2;False
TR-000628;FUNC-0285;Inglês Corporativo;Idioma;60;2024-08-05;2024-08-12;Concluído;7,7;EAD;7;False
TR-000629;FUNC-0286;Liderança Situacional;Comportamental;16;2016-12-03;2016-12-05;Concluído;9,1;Presencial;2;False
TR-000630;FUNC-0287;Vendas Consultivas B2B;Técnico;16;2023-08-04;2023-08-06;Concluído;9,4;Presencial;2;False
TR-000631;FUNC-0287;LGPD na Prática;Compliance;4;2021-11-23;2021-11-24;Em Andamento;;EAD;1;False
TR-000632;FUNC-0288;Design Thinking;Técnico;16;2024-08-14;2024-08-16;Não Concluído;;Híbrido;2;False
TR-000633;FUNC-0288;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-01-13;2024-01-18;Não Concluído;;Presencial;5;False
TR-000634;FUNC-0288;Comunicação Não-Violenta;Comportamental;8;2024-05-29;2024-05-30;Concluído;9,0;Presencial;1;False
TR-000635;FUNC-0288;Design Thinking;Técnico;16;2024-10-10;2024-10-12;Concluído;6,0;Híbrido;2;False
TR-000636;FUNC-0289;Power BI do Zero ao Avançado;Técnico;20;2018-12-07;2018-12-09;Concluído;7,4;EAD;2;False
TR-000637;FUNC-0289;Liderança Situacional;Comportamental;16;2023-03-29;2023-03-31;Em Andamento;;Presencial;2;False
TR-000638;FUNC-0289;Power BI do Zero ao Avançado;Técnico;20;2018-12-31;2019-01-02;Concluído;10,0;EAD;2;False
TR-000639;FUNC-0289;Onboarding Corporativo;Institucional;8;2021-12-02;2021-12-03;Não Concluído;;Híbrido;1;False
TR-000640;FUNC-0289;Finanças para Não Financeiros;Técnico;12;2019-10-25;2019-10-26;Concluído;9,2;EAD;1;False
TR-000641;FUNC-0290;Power BI do Zero ao Avançado;Técnico;20;2024-05-30;2024-06-01;Concluído;5,6;EAD;2;False
